ticket_type,ticket_type_name,ticket_type_desc,inet_ticket_type_name,inet_ticket_type_desc,active,protected,host_ticket_type,host_qual_id,host_qual_name,ticket_type_category,class_id,sort_seq,upd_user,upd_datetime,comp_ind,comp_code,default_host_offer_id,default_host_seat_mask,orig_lbd_ticket_type,fantm_message_code,ms_seq_id
_NE,,,,,N,N,N-TYPE,5,_AWE,,,303,tm46,7/2/2007 14:37:43:214,N,,0,_NE,,,867
_NF,,,,,N,N,N-TYPE,6,_AWF,,,304,tm46,7/2/2007 14:37:43:214,N,,0,_NF,,,868
_NG,,,,,N,N,N-TYPE,7,_AWG,,,305,tm46,7/2/2007 14:37:43:214,N,,0,_NG,,,869
_NH,,,,,N,N,N-TYPE,8,_AWH,,,306,tm46,7/2/2007 14:37:43:214,N,,0,_NH,,,870
_NI,,,,,N,N,N-TYPE,9,_AWI,,,307,tm46,7/2/2007 14:37:43:214,N,,0,_NI,,,871
_NJ,,,,,N,N,N-TYPE,10,_AWJ,,,308,tm46,7/2/2007 14:37:43:214,N,,0,_NJ,,,872
_NK,,,,,N,N,N-TYPE,11,_AWK,,,309,tm46,7/2/2007 14:37:43:214,N,,0,_NK,,,873
_NL,,,,,N,N,N-TYPE,12,_AWL,,,310,tm46,7/2/2007 14:37:43:214,N,,0,_NL,,,874
_NM,,,,,N,N,N-TYPE,13,_AWM,,,311,tm46,7/2/2007 14:37:43:214,N,,0,_NM,,,875
_NN,,,,,N,N,N-TYPE,14,_AWN,,,312,tm46,7/2/2007 14:37:43:214,N,,0,_NN,,,876
_NO,,,,,N,N,N-TYPE,15,_AWO,,,313,tm46,7/2/2007 14:37:43:214,N,,0,_NO,,,877
_NP,,,,,N,N,N-TYPE,16,_AWP,,,314,tm46,7/2/2007 14:37:43:23,N,,0,_NP,,,878
_NQ,,,,,N,N,N-TYPE,17,_AWQ,,,315,tm46,7/2/2007 14:37:43:23,N,,0,_NQ,,,879
_NR,,,,,N,N,N-TYPE,18,_AWR,,,316,tm46,7/2/2007 14:37:43:23,N,,0,_NR,,,880
_NS,,,,,N,N,N-TYPE,19,_AWS,,,317,tm46,7/2/2007 14:37:43:23,N,,0,_NS,,,881
_NT,,,,,N,N,N-TYPE,20,_AWT,,,318,tm46,7/2/2007 14:37:43:23,N,,0,_NT,,,882
_NU,,,,,N,N,N-TYPE,21,_AWU,,,319,tm46,7/2/2007 14:37:43:23,N,,0,_NU,,,883
_NV,,,,,N,N,N-TYPE,22,_AWV,,,320,tm46,7/2/2007 14:37:43:23,N,,0,_NV,,,884
_NW,,,,,N,N,N-TYPE,23,_AWW,,,321,tm46,7/2/2007 14:37:43:23,N,,0,_NW,,,885
_NX,,,,,N,N,N-TYPE,24,_AWX,,,322,tm46,7/2/2007 14:37:43:23,N,,0,_NX,,,886
_NY,,,,,N,N,N-TYPE,25,_AWY,,,323,tm46,7/2/2007 14:37:43:23,N,,0,_NY,,,887
_NZ,,,,,N,N,N-TYPE,26,_AWZ,,,324,tm46,7/2/2007 14:37:43:23,N,,0,_NZ,,,888
_O,,,,,N,N,M-TYPE,37,_DU_,,,594,tm46,7/2/2007 14:37:43:292,N,,0,_O,,,889
_O0,,,,,N,N,M-TYPE,64,_DU0,,,621,tm46,7/2/2007 14:37:43:292,N,,0,_O0,,,890
_O1,,,,,N,N,M-TYPE,65,_DU1,,,622,tm46,7/2/2007 14:37:43:292,N,,0,_O1,,,891
_O2,,,,,N,N,M-TYPE,66,_DU2,,,623,tm46,7/2/2007 14:37:43:292,N,,0,_O2,,,892
_O3,,,,,N,N,M-TYPE,67,_DU3,,,624,tm46,7/2/2007 14:37:43:292,N,,0,_O3,,,893
_O4,,,,,N,N,M-TYPE,68,_DU4,,,625,tm46,7/2/2007 14:37:43:292,N,,0,_O4,,,894
_O5,,,,,N,N,M-TYPE,69,_DU5,,,626,tm46,7/2/2007 14:37:43:292,N,,0,_O5,,,895
_O6,,,,,N,N,M-TYPE,70,_DU6,,,627,tm46,7/2/2007 14:37:43:292,N,,0,_O6,,,896
_O7,,,,,N,N,M-TYPE,71,_DU7,,,628,tm46,7/2/2007 14:37:43:292,N,,0,_O7,,,897
_O8,,,,,N,N,M-TYPE,72,_DU8,,,629,tm46,7/2/2007 14:37:43:292,N,,0,_O8,,,898
_O9,,,,,N,N,M-TYPE,73,_DU9,,,630,tm46,7/2/2007 14:37:43:292,N,,0,_O9,,,899
_OA,,,,,N,N,M-TYPE,38,_DUA,,,595,tm46,7/2/2007 14:37:43:292,N,,0,_OA,,,900
_OB,,,,,N,N,M-TYPE,39,_DUB,,,596,tm46,7/2/2007 14:37:43:292,N,,0,_OB,,,901
_OC,,,,,N,N,M-TYPE,40,_DUC,,,597,tm46,7/2/2007 14:37:43:292,N,,0,_OC,,,902
_OD,,,,,N,N,M-TYPE,41,_DUD,,,598,tm46,7/2/2007 14:37:43:292,N,,0,_OD,,,903
_OE,,,,,N,N,M-TYPE,42,_DUE,,,599,tm46,7/2/2007 14:37:43:292,N,,0,_OE,,,904
_OF,,,,,N,N,M-TYPE,43,_DUF,,,600,tm46,7/2/2007 14:37:43:292,N,,0,_OF,,,905
_OG,,,,,N,N,M-TYPE,44,_DUG,,,601,tm46,7/2/2007 14:37:43:292,N,,0,_OG,,,906
_OH,,,,,N,N,M-TYPE,45,_DUH,,,602,tm46,7/2/2007 14:37:43:292,N,,0,_OH,,,907
_OI,,,,,N,N,M-TYPE,46,_DUI,,,603,tm46,7/2/2007 14:37:43:292,N,,0,_OI,,,908
_OJ,,,,,N,N,M-TYPE,47,_DUJ,,,604,tm46,7/2/2007 14:37:43:292,N,,0,_OJ,,,909
_OK,,,,,N,N,M-TYPE,48,_DUK,,,605,tm46,7/2/2007 14:37:43:292,N,,0,_OK,,,910
_OL,,,,,N,N,M-TYPE,49,_DUL,,,606,tm46,7/2/2007 14:37:43:292,N,,0,_OL,,,911
_OM,,,,,N,N,M-TYPE,50,_DUM,,,607,tm46,7/2/2007 14:37:43:292,N,,0,_OM,,,912
_ON,,,,,N,N,M-TYPE,51,_DUN,,,608,tm46,7/2/2007 14:37:43:292,N,,0,_ON,,,913
_OO,,,,,N,N,M-TYPE,52,_DUO,,,609,tm46,7/2/2007 14:37:43:292,N,,0,_OO,,,914
_OP,,,,,N,N,M-TYPE,53,_DUP,,,610,tm46,7/2/2007 14:37:43:292,N,,0,_OP,,,915
_OQ,,,,,N,N,M-TYPE,54,_DUQ,,,611,tm46,7/2/2007 14:37:43:292,N,,0,_OQ,,,916
_OR,OWC Club Registrant Paid,OWC Club Registrant Paid,OWC Club Registrant Paid,OWC Club Registrant Paid,Y,N,M-TYPE,55,_DUR,GRP,,612,SPUCHTA,4/1/2025 14:19:05:049903,N,,0,_OR,,,917
_OS,OWC Comm Registrant Paid,OWC Comm Registrant Paid,OWC Comm Registrant Paid,OWC Comm Registrant Paid,Y,N,M-TYPE,56,_DUS,GRP,,613,SPUCHTA,4/1/2025 14:19:05:07488,N,,0,_OS,,,918
_OT,,,,,N,N,M-TYPE,57,_DUT,,,614,tm46,7/2/2007 14:37:43:292,N,,0,_OT,,,919
_OU,OWC Comp Community,OWC Comp Community,OWC Comp Community,OWC Comp Community,Y,N,M-TYPE,58,_DUU,GRP,,615,SPUCHTA,4/2/2025 08:33:00:283129,N,,0,_OU,,,920
_OV,OWC Comp Club,OWC Comp Club,OWC Comp Club,OWC Comp Club,Y,N,M-TYPE,59,_DUV,GRP,,616,SPUCHTA,4/2/2025 08:33:00:295584,N,,0,_OV,,,921
_OW,OWC Registrant Ticket,OWC Registrant Ticket,OWC Registrant Ticket,OWC Registrant Ticket,Y,N,M-TYPE,60,_DUW,GRP,,617,KMYERS,4/2/2024 11:21:56:083746,N,,0,_OW,,,922
_OX,OWC Group Ticket,OWC Group Ticket,OWC Group Ticket,OWC Group Ticket,Y,N,M-TYPE,61,_DUX,GRP,,618,KMYERS,4/2/2024 11:21:56:106759,N,,0,_OX,,,923
_OY,OWC Group Ticket 2,OWC Group Ticket 2,OWC Group Ticket 2,OWC Group Ticket 2,Y,N,M-TYPE,62,_DUY,GRP,,619,KMYERS,5/3/2024 06:13:40:931442,N,,0,_OY,,,924
_OZ,OWC Bethlehem,OWC Bethelehm,OWC Bethlehem,OWC Bethelehm,Y,N,M-TYPE,63,_DUZ,GRP,,620,KMYERS,5/29/2024 06:12:59:391299,N,,0,_OZ,,,925
_P,Parking,Parking,Parking,Parking,Y,N,COMP,37,_DU_,FP,,631,KMYERS,3/14/2022 13:54:45:186,N,,37,_P,,,926
_P0,Meet & Greet,Meet & Greet,Meet & Greet,Meet & Greet,Y,N,COMP,64,_DU0,EXP,,658,KMYERS,2/21/2024 11:08:39:625604,N,,37,_P0,,,927
_P1,Netcutting,Netcutting,Netcutting,Netcutting,Y,N,COMP,65,_DU1,EXP,,659,AKRALL,5/22/2024 11:48:30:267651,N,,37,_P1,,,928
_P2,Premium Mystery Bag,Premium Mystery Bag,Premium Mystery Bag,Premium Mystery Bag,Y,N,COMP,66,_DU2,EXP,,660,KMYERS,2/21/2024 11:08:39:642925,N,,37,_P2,,,929
_P3,Mystery Bag,Mystery Bag,Mystery Bag,Mystery Bag,Y,N,COMP,67,_DU3,EXP,,661,KMYERS,2/21/2024 11:08:39:651615,N,,37,_P3,,,930
_P4,Field Passes,Field Passes,Field Passes,Field Passes,Y,N,COMP,68,_DU4,EXP,,662,KMYERS,2/21/2024 11:08:39:665762,N,,37,_P4,,,931
_P5,Honorary Captain/FO,Honorary Captain/FO,Honorary Captain/FO,Honorary Captain/FO,Y,N,COMP,69,_DU5,EXP,,663,KMYERS,2/21/2024 11:08:39:676932,N,,37,_P5,,,932
_P6,Rookies,Rookies,Rookies,Rookies,Y,N,COMP,70,_DU6,EXP,,664,KMYERS,2/21/2024 11:08:39:686934,N,,37,_P6,,,933
_P7,Rookies Stick,Rookies Stick,Rookies Stick,Rookies Stick,Y,N,COMP,71,_DU7,EXP,,665,KMYERS,2/21/2024 11:08:39:697263,N,,37,_P7,,,934
_P8,Player Cameo,Player Cameo,Seat Cushions,Seat Cushions,Y,N,COMP,72,_DU8,EXP,,666,AKRALL,4/26/2024 08:31:30:03684,N,,37,_P8,,,935
_P9,Private Meet and Greet,Private Meet and Greet,Private Meet and Greet,Private Meet and Greet,Y,N,COMP,73,_DU9,EXP,,667,KMYERS,2/21/2024 11:08:39:716892,N,,37,_P9,,,936
_PA,Meet & Greet New,Meet & Greet New,Meet & Greet Fevo Tax,Meet & Greet Fevo Tax,Y,N,COMP,38,_DUA,EXP,,632,AKRALL,4/26/2024 07:33:35:950424,N,,37,_PA,,,937
_PB,Baseball Jersey,Baseball Jersey,Baseball Jersey,Baseball Jersey,Y,N,COMP,39,_DUB,CMP,,633,AKRALL,8/16/2024 09:11:50:899928,N,,37,_PB,,,938
_PC,Premium Home Team Bag New,Premium Home Team Bag New,Premium Home Team Bag,Premium Home Team Bag,Y,N,COMP,40,_DUC,EXP,,634,AKRALL,5/22/2024 11:48:47:034781,N,,37,_PC,,,939
_PD,Home Team Bag New,Home Team Bag New,Home Team Bag,Home Team Bag,Y,N,COMP,41,_DUD,EXP,,635,AKRALL,5/22/2024 11:48:47:047976,N,,37,_PD,,,940
_PE,Field Passes PLUS,Field Passes PLUS,Field Passes PLUS,Field Passes PLUS,Y,N,COMP,42,_DUE,EXP,,636,SPUCHTA,4/17/2025 14:46:10:081456,N,,37,_PE,,,941
_PF,Flag Team PLUS,Flag Team PLUS,Flag Team PLUS,Flag Team PLUS,Y,N,COMP,43,_DUF,EXP,,637,SPUCHTA,4/17/2025 14:47:18:848873,N,,37,_PF,,,942
_PG,Meet and Greet PLUS,Meet and Greet PLUS,Meet and Greet PLUS,Meet and Greet PLUS,Y,N,COMP,44,_DUG,EXP,,638,SPUCHTA,4/17/2025 14:46:10:108731,N,,37,_PG,,,943
_PH,Meet & Greet Special,Meet & Greet Special,Meet & Greet Special,Meet & Greet Special,Y,N,COMP,45,_DUH,EXP,,639,AKRALL,5/20/2024 13:42:49:471778,N,,37,_PH,,,944
_PI,Field Passes Special,Field Passes Special,Field Passes Special,Field Passes Special,Y,N,COMP,46,_DUI,EXP,,640,KMYERS,2/21/2024 11:08:39:784725,N,,37,_PI,,,945
_PJ,Opening Faceoff,Opening Faceoff,Opening Faceoff,Opening Faceoff,Y,N,COMP,47,_DUJ,EXP,,641,KMYERS,2/21/2024 11:08:39:792693,N,,37,_PJ,,,946
_PK,,,,,N,N,COMP,48,_DUK,CMP,,642,tm46,7/2/2007 14:37:43:292,Y,,37,_PK,,,947
_PL,Player Discount Ticket,Player Discount Ticket,Player Discount Ticket,Player Discount Ticket,Y,N,COMP,49,_DUL,FP,,643,KMYERS,6/21/2023 08:36:42:202626,N,,37,_PL,,,948
_PM,Meet and Greet Add-On,Meet and Greet Add-On,Meet and Greet Add-On,Meet and Greet Add-On,Y,N,COMP,50,_DUM,FP,,644,AKRALL,6/11/2024 13:59:16:957673,N,,37,_PM,,,949
_PN,Premium Home Team Bag Updated,Premium Home Team Bag Updated,Premium Home Team Bag Updated,Premium Home Team Bag Updated,Y,N,COMP,51,_DUN,FP,,645,AKRALL,6/11/2024 13:59:16:965287,N,,37,_PN,,,950
_PO,Premium Home Team Bag with MG,Premium Home Team Bag with MG,Premium Home Team Bag with MG,Premium Home Team Bag with MG,Y,N,COMP,52,_DUO,FP,,646,AKRALL,6/11/2024 13:59:16:972356,N,,37,_PO,,,951
_PP,Parking All Access,Parking All Access,Parking All Access,Parking All Access,Y,N,COMP,53,_DUP,FP,,647,KMYERS,12/8/2022 09:16:17:123842,N,,37,_PP,,,952
_PQ,,,,,N,N,COMP,54,_DUQ,CMP,,648,tm46,7/2/2007 14:37:43:292,Y,,37,_PQ,,,953
_PR,Pro Day,Pro Day,Pro Day,Pro Day,Y,N,COMP,55,_DUR,FP,,649,KMYERS,5/16/2024 05:56:49:665865,N,,37,_PR,,,954
_PS,Premium Bag With Suite,Premium Bag With Suite,Premium Bag With Suite,Premium Bag With Suite,Y,N,COMP,56,_DUS,CMP,,650,AKRALL,6/16/2024 07:27:35:601482,N,,37,_PS,,,955
_PT,Pocatello Registrant,Pocatello Registrant,Pocatello Registrant,Pocatello Registrant,Y,N,COMP,57,_DUT,GRP,,651,KMYERS,7/31/2024 13:24:53:791995,N,,37,_PT,,,956
_PU,Pocatello Comp,Pocatello Comp,Pocatello Comp,Pocatello Comp,Y,N,COMP,58,_DUU,GRP,,652,KMYERS,7/31/2024 13:24:53:812405,N,,37,_PU,,,957
_PV,Pocatello Fevo Discount,Pocatello Fevo Discount,Pocatello Fevo Discount,Pocatello Fevo Discount,Y,N,COMP,59,_DUV,GRP,,653,KMYERS,7/31/2024 13:24:53:832585,N,,37,_PV,,,958
_PW,,,,,N,N,COMP,60,_DUW,CMP,,654,tm46,7/2/2007 14:37:43:292,Y,,37,_PW,,,959
_PX,,,,,N,N,COMP,61,_DUX,CMP,,655,tm46,7/2/2007 14:37:43:292,Y,,37,_PX,,,960
_PY,PLL Play Paid Ticket,PLL Play Paid Ticket,PLL Play Paid Ticket,PLL Play Paid Ticket,Y,N,COMP,62,_DUY,GRP,,656,AKRALL,2/7/2025 13:30:46:780217,N,,37,_PY,,,961
_PZ,,,,,N,N,COMP,63,_DUZ,CMP,,657,tm46,7/2/2007 14:37:43:292,Y,,37,_PZ,,,962
_Q,,,,,N,N,B-TYPE,37,_DU_,,,668,tm46,7/2/2007 14:37:43:308,N,,0,_Q,,,963
_Q0,Group Sales Meet and Greet,Group Sales Meet and Greet,Group Sales Meet and Greet,Group Sales Meet and Greet,Y,N,B-TYPE,64,_DU0,EXP,,695,KMYERS,2/21/2024 11:08:39:800579,N,,0,_Q0,,,964
_Q1,Group Sales Netcuttuing,Group Sales Netcuttuing,Group Sales Netcuttuing,Group Sales Netcuttuing,Y,N,B-TYPE,65,_DU1,EXP,,696,AKRALL,5/20/2024 14:00:09:38006,N,,0,_Q1,,,965
_Q2,Group Sales Premium Mystery Ba,Group Sales Premium Mystery Ba,Group Sales Premium Mystery Ba,Group Sales Premium Mystery Ba,Y,N,B-TYPE,66,_DU2,EXP,,697,KMYERS,2/21/2024 11:08:39:815999,N,,0,_Q2,,,966
_Q3,Group Sales Mystery Bag,Group Sales Mystery Bag,Group Sales Mystery Bag,Group Sales Mystery Bag,Y,N,B-TYPE,67,_DU3,EXP,,698,KMYERS,2/21/2024 11:08:39:823969,N,,0,_Q3,,,967
_Q4,Group Sales Field Pass,Group Sales Field Pass,Group Sales Field Pass,Group Sales Field Pass,Y,N,B-TYPE,68,_DU4,EXP,,699,KMYERS,2/21/2024 11:08:39:831376,N,,0,_Q4,,,968
_Q5,Group Sales Honorary Captain,Group Sales Honorary Captain,Group Sales Honorary Captain,Group Sales Honorary Captain,Y,N,B-TYPE,69,_DU5,EXP,,700,KMYERS,2/21/2024 11:08:39:839208,N,,0,_Q5,,,969
_Q6,,,,,N,N,B-TYPE,70,_DU6,,,701,tm46,7/2/2007 14:37:43:308,N,,0,_Q6,,,970
_Q7,,,,,N,N,B-TYPE,71,_DU7,,,702,tm46,7/2/2007 14:37:43:308,N,,0,_Q7,,,971
_Q8,Group Sales Seat Cushion,Group Sales Seat Cushion,Group Sales Seat Cushion,Group Sales Seat Cushion,Y,N,B-TYPE,72,_DU8,EXP,,703,KMYERS,2/21/2024 11:08:39:846751,N,,0,_Q8,,,972
_Q9,Group Sales FP + MG,Group Sales FP + MG,Group Sales FP + MG,Group Sales FP + MG,Y,N,B-TYPE,73,_DU9,EXP,,704,KMYERS,2/21/2024 11:08:39:855454,N,,0,_Q9,,,973
_QA,,,,,N,N,B-TYPE,38,_DUA,,,669,tm46,7/2/2007 14:37:43:308,N,,0,_QA,,,974
_QB,,,,,N,N,B-TYPE,39,_DUB,,,670,tm46,7/2/2007 14:37:43:308,N,,0,_QB,,,975
_QC,,,,,N,N,B-TYPE,40,_DUC,,,671,tm46,7/2/2007 14:37:43:308,N,,0,_QC,,,976
_QD,,,,,N,N,B-TYPE,41,_DUD,,,672,tm46,7/2/2007 14:37:43:308,N,,0,_QD,,,977
_QE,,,,,N,N,B-TYPE,42,_DUE,,,673,tm46,7/2/2007 14:37:43:308,N,,0,_QE,,,978
_QF,,,,,N,N,B-TYPE,43,_DUF,,,674,tm46,7/2/2007 14:37:43:308,N,,0,_QF,,,979
_QG,,,,,N,N,B-TYPE,44,_DUG,,,675,tm46,7/2/2007 14:37:43:308,N,,0,_QG,,,980
_QH,,,,,N,N,B-TYPE,45,_DUH,,,676,tm46,7/2/2007 14:37:43:308,N,,0,_QH,,,981
_QI,,,,,N,N,B-TYPE,46,_DUI,,,677,tm46,7/2/2007 14:37:43:308,N,,0,_QI,,,982
_QJ,Group Sales Opening Faceoff,Group Sales Opening Faceoff,Group Sales Opening Faceoff,Group Sales Opening Faceoff,Y,N,B-TYPE,47,_DUJ,EXP,,678,KMYERS,2/21/2024 11:08:39:863,N,,0,_QJ,,,983
_QK,,,,,N,N,B-TYPE,48,_DUK,,,679,tm46,7/2/2007 14:37:43:308,N,,0,_QK,,,984
_QL,,,,,N,N,B-TYPE,49,_DUL,,,680,tm46,7/2/2007 14:37:43:308,N,,0,_QL,,,985
_QM,,,,,N,N,B-TYPE,50,_DUM,,,681,tm46,7/2/2007 14:37:43:308,N,,0,_QM,,,986
_QN,,,,,N,N,B-TYPE,51,_DUN,,,682,tm46,7/2/2007 14:37:43:308,N,,0,_QN,,,987
_QO,,,,,N,N,B-TYPE,52,_DUO,,,683,tm46,7/2/2007 14:37:43:308,N,,0,_QO,,,988
_QP,,,,,N,N,B-TYPE,53,_DUP,,,684,tm46,7/2/2007 14:37:43:308,N,,0,_QP,,,989
_QQ,,,,,N,N,B-TYPE,54,_DUQ,,,685,tm46,7/2/2007 14:37:43:308,N,,0,_QQ,,,990
_QR,,,,,N,N,B-TYPE,55,_DUR,,,686,tm46,7/2/2007 14:37:43:308,N,,0,_QR,,,991
_QS,,,,,N,N,B-TYPE,56,_DUS,,,687,tm46,7/2/2007 14:37:43:308,N,,0,_QS,,,992
_QT,,,,,N,N,B-TYPE,57,_DUT,,,688,tm46,7/2/2007 14:37:43:308,N,,0,_QT,,,993
_QU,,,,,N,N,B-TYPE,58,_DUU,,,689,tm46,7/2/2007 14:37:43:308,N,,0,_QU,,,994
_QV,,,,,N,N,B-TYPE,59,_DUV,,,690,tm46,7/2/2007 14:37:43:308,N,,0,_QV,,,995
_QW,,,,,N,N,B-TYPE,60,_DUW,,,691,tm46,7/2/2007 14:37:43:308,N,,0,_QW,,,996
_QX,,,,,N,N,B-TYPE,61,_DUX,,,692,tm46,7/2/2007 14:37:43:308,N,,0,_QX,,,997
_QY,,,,,N,N,B-TYPE,62,_DUY,,,693,tm46,7/2/2007 14:37:43:308,N,,0,_QY,,,998
_QZ,,,,,N,N,B-TYPE,63,_DUZ,,,694,tm46,7/2/2007 14:37:43:308,N,,0,_QZ,,,999
_R,,,,,N,N,N-TYPE,37,_DU_,,,705,tm46,7/2/2007 14:37:43:308,N,,0,_R,,,1000
_R0,,,,,N,N,N-TYPE,64,_DU0,,,732,tm46,7/2/2007 14:37:43:308,N,,0,_R0,,,1001
_R1,,,,,N,N,N-TYPE,65,_DU1,,,733,tm46,7/2/2007 14:37:43:308,N,,0,_R1,,,1002
_R2,,,,,N,N,N-TYPE,66,_DU2,,,734,tm46,7/2/2007 14:37:43:308,N,,0,_R2,,,1003
_R3,,,,,N,N,N-TYPE,67,_DU3,,,735,tm46,7/2/2007 14:37:43:308,N,,0,_R3,,,1004
_R4,,,,,N,N,N-TYPE,68,_DU4,,,736,tm46,7/2/2007 14:37:43:308,N,,0,_R4,,,1005
_R5,,,,,N,N,N-TYPE,69,_DU5,,,737,tm46,7/2/2007 14:37:43:308,N,,0,_R5,,,1006
_R6,,,,,N,N,N-TYPE,70,_DU6,,,738,tm46,7/2/2007 14:37:43:324,N,,0,_R6,,,1007
_R7,,,,,N,N,N-TYPE,71,_DU7,,,739,tm46,7/2/2007 14:37:43:324,N,,0,_R7,,,1008
_R8,,,,,N,N,N-TYPE,72,_DU8,,,740,tm46,7/2/2007 14:37:43:324,N,,0,_R8,,,1009
_R9,,,,,N,N,N-TYPE,73,_DU9,,,741,tm46,7/2/2007 14:37:43:324,N,,0,_R9,,,1010
_RA,,,,,N,N,N-TYPE,38,_DUA,,,706,tm46,7/2/2007 14:37:43:308,N,,0,_RA,,,1011
_RB,,,,,N,N,N-TYPE,39,_DUB,,,707,tm46,7/2/2007 14:37:43:308,N,,0,_RB,,,1012
_RC,,,,,N,N,N-TYPE,40,_DUC,,,708,tm46,7/2/2007 14:37:43:308,N,,0,_RC,,,1013
_RD,,,,,N,N,N-TYPE,41,_DUD,,,709,tm46,7/2/2007 14:37:43:308,N,,0,_RD,,,1014
_RE,Relocation Comp,Relocation Comp,Relocation Comp,Relocation Comp,Y,N,N-TYPE,42,_DUE,FP,,710,KMYERS,6/27/2024 13:07:51:437617,N,,0,_RE,,,1015
_RF,,,,,N,N,N-TYPE,43,_DUF,,,711,tm46,7/2/2007 14:37:43:308,N,,0,_RF,,,1016
_RG,,,,,N,N,N-TYPE,44,_DUG,,,712,tm46,7/2/2007 14:37:43:308,N,,0,_RG,,,1017
_RH,,,,,N,N,N-TYPE,45,_DUH,,,713,tm46,7/2/2007 14:37:43:308,N,,0,_RH,,,1018
_RI,,,,,N,N,N-TYPE,46,_DUI,,,714,tm46,7/2/2007 14:37:43:308,N,,0,_RI,,,1019
_RJ,,,,,N,N,N-TYPE,47,_DUJ,,,715,tm46,7/2/2007 14:37:43:308,N,,0,_RJ,,,1020
_RK,,,,,N,N,N-TYPE,48,_DUK,,,716,tm46,7/2/2007 14:37:43:308,N,,0,_RK,,,1021
_RL,,,,,N,N,N-TYPE,49,_DUL,,,717,tm46,7/2/2007 14:37:43:308,N,,0,_RL,,,1022
_RM,,,,,N,N,N-TYPE,50,_DUM,,,718,tm46,7/2/2007 14:37:43:308,N,,0,_RM,,,1023
_RN,,,,,N,N,N-TYPE,51,_DUN,,,719,tm46,7/2/2007 14:37:43:308,N,,0,_RN,,,1024
_RO,,,,,N,N,N-TYPE,52,_DUO,,,720,tm46,7/2/2007 14:37:43:308,N,,0,_RO,,,1025
_RP,,,,,N,N,N-TYPE,53,_DUP,,,721,tm46,7/2/2007 14:37:43:308,N,,0,_RP,,,1026
_RQ,,,,,N,N,N-TYPE,54,_DUQ,,,722,tm46,7/2/2007 14:37:43:308,N,,0,_RQ,,,1027
_RR,,,,,N,N,N-TYPE,55,_DUR,,,723,tm46,7/2/2007 14:37:43:308,N,,0,_RR,,,1028
_RS,,,,,N,N,N-TYPE,56,_DUS,,,724,tm46,7/2/2007 14:37:43:308,N,,0,_RS,,,1029
_RT,,,,,N,N,N-TYPE,57,_DUT,,,725,tm46,7/2/2007 14:37:43:308,N,,0,_RT,,,1030
_RU,,,,,N,N,N-TYPE,58,_DUU,,,726,tm46,7/2/2007 14:37:43:308,N,,0,_RU,,,1031
_RV,,,,,N,N,N-TYPE,59,_DUV,,,727,tm46,7/2/2007 14:37:43:308,N,,0,_RV,,,1032
_RW,,,,,N,N,N-TYPE,60,_DUW,,,728,tm46,7/2/2007 14:37:43:308,N,,0,_RW,,,1033
_RX,,,,,N,N,N-TYPE,61,_DUX,,,729,tm46,7/2/2007 14:37:43:308,N,,0,_RX,,,1034
_RY,,,,,N,N,N-TYPE,62,_DUY,,,730,tm46,7/2/2007 14:37:43:308,N,,0,_RY,,,1035
_RZ,,,,,N,N,N-TYPE,63,_DUZ,,,731,tm46,7/2/2007 14:37:43:308,N,,0,_RZ,,,1036
_S,PLL Suite,PLL Suite,PLL Suite,PLL Suite,Y,N,T-TYPE,37,_DU_,ST,,742,AKRALL,2/6/2025 12:35:35:893576,N,,0,_S,S,,1037
_S0,Suite Std Pricing,Suite Std Pricing,Suite Std Pricing,Suite Std Pricing,Y,N,T-TYPE,64,_DU0,ST,,769,SPUCHTA,1/6/2025 13:13:25:322595,N,,0,_S0,,,1038
_S1,Suite Phase 1,Suite Phase 1,Suite Phase 1,Suite Phase 1,Y,N,T-TYPE,65,_DU1,FP,,770,ECHALLMA,8/25/2021 11:52:55:574,N,,0,_S1,,,1039
_S2,Group Summit Lacrosse $15,Group Summit Lacrosse $15,Group Summit Lacrosse $15,Group Summit Lacrosse $15,Y,N,T-TYPE,66,_DU2,GRP,,771,KMYERS,3/7/2023 09:02:18:102318,N,,0,_S2,,,1040
_S3,Group Summit Lacrosse $30,Group Summit Lacrosse $30,Group Summit Lacrosse $30,Group Summit Lacrosse $30,Y,N,T-TYPE,67,_DU3,GRP,,772,KMYERS,3/7/2023 09:02:18:128741,N,,0,_S3,,,1041
_S4,Group Summit Lacrosse $42,Group Summit Lacrosse $42,Group Summit Lacrosse $42,Group Summit Lacrosse $42,Y,N,T-TYPE,68,_DU4,GRP,,773,KMYERS,3/7/2023 09:06:50:823462,N,,0,_S4,,,1042
_S5,Summit Lacrosse Coach Comp,Summit Lacrosse Coach Comp,Summit Lacrosse Coach Comp,Summit Lacrosse Coach Comp,Y,N,T-TYPE,69,_DU5,FP,,774,KMYERS,3/7/2023 09:20:12:949858,N,,0,_S5,,,1043
_S6,Group: Supporter Discount,Supporter Discount,Supporter Discount,Supporter Discount,Y,N,T-TYPE,70,_DU6,GRP,,775,SPUCHTA,4/15/2025 08:54:07:668441,N,,0,_S6,,,1044
_S7,,,,,N,N,T-TYPE,71,_DU7,,,776,tm46,7/2/2007 14:37:43:324,N,,0,_S7,,,1045
_S8,,,,,N,N,T-TYPE,72,_DU8,,,777,tm46,7/2/2007 14:37:43:324,N,,0,_S8,,,1046
