event_name,team,event_date,event_time,season_name,plan,total_events,game_number,default_ticket_template_name,returnable,enabled,onsale_datetime,offsale_datetime,oss_onsale_datetime,oss_offsale_datetime,fror_seat_list_name,fror_min_seats,fror_max_seats,fror_assignment_type,fror_alert_text,fror_onsale_datetime,fror_offsale_datetime,plan_abv,barcode_status,barcode_event_slots,barcode_max_seats_per_row,event_line1,event_line2,event_line3,event_line4,event_line5,event_line6,event_line7,event_line8,event_line9,event_line10,inet_line1,inet_line2,inet_line3,inet_line4,inet_line5,inet_line6,inet_line7,inet_line8,inet_line9,inet_line10,auto_add_membership_name1,auto_add_membership_name2,auto_add_membership_name3,membership_reqd,pc_membership_reqd,ledger_code
D25FAI,08. Fairfield,7/11/2025,23:59:00,2025 Deposit Events,Y,3,,,Y,Y,,,,,,,,S,,,,MP,N,1,,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
D25SLC,09. Salt Lake City,7/25/2025,23:59:00,2025 Deposit Events,Y,2,,,Y,Y,,,,,,,,S,,,,MP,N,1,,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
D25DEN,10. Denver,8/1/2025,23:59:00,2025 Deposit Events,Y,3,,,Y,Y,,,,,,,,S,,,,MP,N,1,,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
D25BOS,11. Boston,8/1/2025,23:59:00,2025 Deposit Events,Y,3,,,Y,Y,,,,,,,,S,,,,MP,N,1,,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250530G,01. Albany,5/30/2025,18:00:00,25.01UP Albany Upsell,N,1,,,N,N,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250531AG,01. Albany,5/31/2025,13:00:00,25.01UP Albany Upsell,N,1,,,N,N,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250531EG,01. Albany,5/31/2025,19:00:00,25.01UP Albany Upsell,N,1,,,N,N,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250530F,01. Albany,5/30/2025,18:00:00,25.01UP Albany Upsell,N,1,,,N,N,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250531AF,01. Albany,5/31/2025,13:00:00,25.01UP Albany Upsell,N,1,,,N,N,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250531EF,01. Albany,5/31/2025,19:00:00,25.01UP Albany Upsell,N,1,,,N,N,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250606H,02. Charlotte,6/6/2025,18:00:00,25.02UP Charlotte Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250606M,02. Charlotte,6/6/2025,18:00:00,25.02UP Charlotte Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250606G,02. Charlotte,6/6/2025,18:00:00,25.02UP Charlotte Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250606F,02. Charlotte,6/6/2025,18:00:00,25.02UP Charlotte Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250607AF,02. Charlotte,6/7/2025,13:00:00,25.02UP Charlotte Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250607EF,02. Charlotte,6/7/2025,19:00:00,25.02UP Charlotte Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250607AG,02. Charlotte,6/7/2025,13:00:00,25.02UP Charlotte Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250607EG,02. Charlotte,6/7/2025,19:00:00,25.02UP Charlotte Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250607AH,02. Charlotte,6/7/2025,13:00:00,25.02UP Charlotte Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250607EH,02. Charlotte,6/7/2025,19:00:00,25.02UP Charlotte Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250607AM,02. Charlotte,6/7/2025,13:00:00,25.02UP Charlotte Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250607EM,02. Charlotte,6/7/2025,19:00:00,25.02UP Charlotte Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250613M,03. Philadelphia,6/13/2025,18:00:00,25.03UP Philadelphia Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250613G,03. Philadelphia,6/13/2025,18:00:00,25.03UP Philadelphia Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250613F,03. Philadelphia,6/13/2025,18:00:00,25.03UP Philadelphia Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250621M,04. Baltimore,6/21/2025,16:00:00,25.04UP Baltimore Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250622M,04. Baltimore,6/22/2025,12:00:00,25.04UP Baltimore Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250621G,04. Baltimore,6/21/2025,16:00:00,25.04UP Baltimore Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250622G,04. Baltimore,6/22/2025,12:00:00,25.04UP Baltimore Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250621F,04. Baltimore,6/21/2025,16:00:00,25.04UP Baltimore Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250622F,04. Baltimore,6/22/2025,12:00:00,25.04UP Baltimore Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250614EF,03. Philadelphia,6/14/2025,19:00:00,25.03UP Philadelphia Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250614EG,03. Philadelphia,6/14/2025,19:00:00,25.03UP Philadelphia Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250614EM,03. Philadelphia,6/14/2025,19:00:00,25.03UP Philadelphia Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250614AF,03. Philadelphia,6/14/2025,13:00:00,25.03UP Philadelphia Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250614AG,03. Philadelphia,6/14/2025,13:00:00,25.03UP Philadelphia Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250614AM,03. Philadelphia,6/14/2025,13:00:00,25.03UP Philadelphia Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250627H,05. San Diego,6/27/2025,18:00:00,25.05UP San Diego Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250628H,05. San Diego,6/28/2025,15:00:00,25.05UP San Diego Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250627M,05. San Diego,6/27/2025,18:00:00,25.05UP San Diego Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250628M,05. San Diego,6/28/2025,15:00:00,25.05UP San Diego Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250627G,05. San Diego,6/27/2025,18:00:00,25.05UP San Diego Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250628G,05. San Diego,6/28/2025,15:00:00,25.05UP San Diego Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250627F,05. San Diego,6/27/2025,18:00:00,25.05UP San Diego Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250628F,05. San Diego,6/28/2025,15:00:00,25.05UP San Diego Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250704H,06. Kansas City,7/4/2025,19:00:00,25.06UP Kansas City Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250705H,06. Kansas City,7/5/2025,12:00:00,25.06UP Kansas City Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250704M,06. Kansas City,7/4/2025,19:00:00,25.06UP Kansas City Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250705M,06. Kansas City,7/5/2025,12:00:00,25.06UP Kansas City Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250704G,06. Kansas City,7/4/2025,19:00:00,25.06UP Kansas City Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250705G,06. Kansas City,7/5/2025,12:00:00,25.06UP Kansas City Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250704F,06. Kansas City,7/4/2025,19:00:00,25.06UP Kansas City Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250705F,06. Kansas City,7/5/2025,12:00:00,25.06UP Kansas City Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250725H,09. Salt Lake City,7/25/2025,18:00:00,25.09UP Salt Lake City Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250726H,09. Salt Lake City,7/26/2025,16:30:00,25.09UP Salt Lake City Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250725M,09. Salt Lake City,7/25/2025,18:00:00,25.09UP Salt Lake City Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250726M,09. Salt Lake City,7/26/2025,16:30:00,25.09UP Salt Lake City Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250725G,09. Salt Lake City,7/25/2025,18:00:00,25.09UP Salt Lake City Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250726G,09. Salt Lake City,7/26/2025,16:30:00,25.09UP Salt Lake City Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250725F,09. Salt Lake City,7/25/2025,18:00:00,25.09UP Salt Lake City Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250726F,09. Salt Lake City,7/26/2025,16:30:00,25.09UP Salt Lake City Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250808M,11. Boston,8/8/2025,20:00:00,25.11UP Boston Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250809AM,11. Boston,8/9/2025,13:00:00,25.11UP Boston Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250809EM,11. Boston,8/9/2025,19:00:00,25.11UP Boston Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250808G,11. Boston,8/8/2025,20:00:00,25.11UP Boston Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250809AG,11. Boston,8/9/2025,13:00:00,25.11UP Boston Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250809EG,11. Boston,8/9/2025,19:00:00,25.11UP Boston Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250808F,11. Boston,8/8/2025,20:00:00,25.11UP Boston Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250809AF,11. Boston,8/9/2025,13:00:00,25.11UP Boston Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250809EF,11. Boston,8/9/2025,19:00:00,25.11UP Boston Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,32,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250823HC,12. Minneapolis,8/23/2025,17:00:00,25.12UP Minneapolis Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250823M,12. Minneapolis,8/23/2025,17:00:00,25.12UP Minneapolis Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250823G,12. Minneapolis,8/23/2025,17:00:00,25.12UP Minneapolis Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
250823F,12. Minneapolis,8/23/2025,17:00:00,25.12UP Minneapolis Upsell,N,1,,,Y,Y,,,,,,,,S,,,,EXP,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
ALBVIP,Albany VIP,5/31/2025,20:00:00,25.01UP Albany Upsell,Y,3,,,N,N,,,,,,,,S,,,,FS,N,1,,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
ALBVIP1,Albany VIP,5/30/2025,18:00:00,25.01UP Albany Upsell,N,1,,,N,N,,,,,,,,S,,,,E,Y,1,50,Premier Lacrosse League,Homecoming Pass VIP,,,,,,,,,Premier Lacrosse League,Homecoming Pass VIP,,,,,,,,,,,,N,N,GEN
ALBVIP2,Albany VIP,5/31/2025,13:00:00,25.01UP Albany Upsell,N,1,,,N,N,,,,,,,,S,,,,E,Y,1,50,Premier Lacrosse League,Homecoming Pass VIP,,,,,,,,,Premier Lacrosse League,Homecoming Pass VIP,,,,,,,,,,,,N,N,GEN
ALBVIP3,Albany VIP,5/31/2025,19:00:00,25.01UP Albany Upsell,N,1,,,N,N,,,,,,,,S,,,,E,Y,1,50,Premier Lacrosse League,Homecoming Pass VIP,,,,,,,,,Premier Lacrosse League,Homecoming Pass VIP,,,,,,,,,,,,N,N,GEN
ALBFOOD,,5/31/2025,20:00:00,25.01UP Albany Upsell,N,1,,,N,N,,,,,,,,S,,,,E,Y,1,50,PREMIER LACROSSE LEAGUE,PLL CONCESSION VOUCHER,NO CASH VALUE,GOOD FOR $12,EXCLUDES BEN AND JERRYS,SAT MAY 31 2025,,,,,PREMIER LACROSSE LEAGUE,PLL CONCESSION VOUCHER,NO CASH VALUE,GOOD FOR $12,EXCLUDES BEN AND JERRYS,SAT MAY 31 2025,,,,,,,,N,N,GEN
25CGIFT,Charlotte,6/6/2025,18:00:00,25.02UP Charlotte Upsell,N,1,,,Y,Y,,,,,,,,S,,,,E,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
CHARVIP,Charlotte,6/6/2025,19:00:00,25.02UP Charlotte Upsell,Y,3,,,Y,Y,,,,,,,,S,,,,FS,N,1,,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
CHARVIP1,Charlotte,6/6/2025,18:00:00,25.02UP Charlotte Upsell,N,1,,,Y,Y,,,,,,,,S,,,,E,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
CHARVIP2,Charlotte,6/7/2025,13:00:00,25.02UP Charlotte Upsell,N,1,,,Y,Y,,,,,,,,S,,,,E,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
CHARVIP3,Charlotte,6/7/2025,19:00:00,25.02UP Charlotte Upsell,N,1,,,Y,Y,,,,,,,,S,,,,E,Y,1,50,,,,,,,,,,,,,,,,,,,,,,,,N,N,GEN
